fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND
1593,1593,SC-20-Y-B-II,Restituição fotogramétrica,"1613",IGARAPÉ GRANDE,DSG,Topográfica,"1976","1975","1974","3029.453","-10.000","-10.500",,,,,RO,"Em 1973 04° 57' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1593
1594,1594,SC-20-Y-B-III,Restituição fotogramétrica,"1614",MASSAGANA,DSG,Topográfica,"1976","1975","1974","3029.453","-10.000","-10.500",,,,,RO,"Em 1973 05° 22' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1594
1595,1595,SC-20-Z-A-I,Restituição fotogramétrica,"1615",NOVA VIDA,DSG,Topográfica,"1976","1975","1974","3029.453","-10.000","-10.500",,,,,RO,"Em 1976 06° 12' (Cresce 8,5' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1595
1596,1596,SC-20-Z-A-II,Restituição fotogramétrica,"1616",JARU,DSG,Topográfica,"1976","1975","1974","3029.453","-10.000","-10.500",,,,,RO,Em 1977 06° 43' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1596
1597,1597,SC-22-Z-A-III,Restituição fotogramétrica,"1641",LAGOA FEIA,DSG,Topográfica,"1977","1975","1968","3029.453","-10.000","-10.500",,,,,TO,"Em 1975 15° 35' (Cresce 8,7' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1597
1598,1598,SC-22-Z-B-I,Restituição fotogramétrica,"1642",PIUM,DSG,Topográfica,"1977","1975","1968","3029.453","-10.000","-10.500",,,,,TO,"Em 1975 15° 53' (Cresce 8,5' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1598
1599,1599,SC-22-Z-B-II,Restituição fotogramétrica,"1643",PARAÍSO DO NORTE,DSG,Topográfica,"1977","1975","1968","3029.453","-10.000","-10.500",,,,,TO,"Em 1975 15° 28' (Cresce 8,5' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1599
1600,1600,SC-22-Z-B-III,Restituição fotogramétrica,"1644",VILA CANELA,DSG,Topográfica,"1977","1975","1968","3029.453","-10.000","-10.500",,,,,TO,"Em 1975 15° 47' (Cresce 8,4' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1600
1601,1601,SC-23-Y-A-I,Restituição fotogramétrica,"1645",SANTA TERESA,DSG,Topográfica,"1977","1975","1968","3029.453","-10.000","-10.500",,,,,TO,"Em 1975 16° 04' (Cresce 8,2' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1601
1602,1602,SC-23-Y-A-II,Restituição fotogramétrica,"1646",RIO SONINHO,DSG,Topográfica,"1977","1975","1968","3029.453","-10.000","-10.500",,,,,TO,"Em 1981 16° 20' (Cresce 8,1' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1602
1603,1603,SC-23-Z-A-I,Restituição fotogramétrica,"1651",PARNAGUA,DSG,Topográfica,"1974","1973","1967","3029.453","-10.000","-10.500",,,,,PI,"Em 1973 18° 09 (Cresce 7,5' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1975","1","1975","1",Nã,Nã,Não se aplic,1603
1604,1604,SC-23-Z-A-II,Restituição fotogramétrica,"1652",CURIMATÁ,DSG,Topográfica,"1974","1973","1967","3029.453","-10.000","-10.500",,,,,PI_BA,"Em 1973 18° 27' (Cresce 7,4' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1975","1","1975","1",Nã,Nã,Não se aplic,1604
1605,1605,SC-23-Z-A-III,Restituição fotogramétrica,"1653",AVELINO LOPES,DSG,Topográfica,"1974","1973","1967","3029.453","-10.000","-10.500",,,,,PI_BA,"Em 1973 18° 44' (Cresce 7,3' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1975","1","1975","1",Nã,Nã,Não se aplic,1605
1606,1606,SC-24-Z-A-III,Restituição fotogramétrica,"1665",CARIRA,DSG,Topográfica,"1972","1972","1972","3029.453","-10.000","-10.500",,,,,SE_BA,"Em 1989 22° 31' (Cresce 3,2' ao ano)",SAD69,Imbituba-SC,"-39",UTM,"1989","2","1989","2",Nã,Nã,Não se aplic,1606
1607,1607,SC-19-Y-B-IV,Restituição fotogramétrica,"1670",RESERVA EXTREMA E ALTO RIO ACRE,DSG,Topográfica,"1978","1977","1977","3024.684","-10.500","-11.000",,,,,AC,"Em 1979 36° 46' (Cresce 7,1' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1607
1608,1608,SC-19-Y-B-V,Restituição fotogramétrica,"1671",ASSIS BRASIL,DSG,Topográfica,"1978","1977","1977","3024.684","-10.500","-11.000",,,,,AC,"Em 1979 01° (Cresce 7,2' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1608
1609,1609,SC-19-Y-B-VI,Restituição fotogramétrica,"1672",SERINGAL PORTO CARLOS,DSG,Topográfica,"1978","1977","1977","3024.684","-10.500","-11.000",,,,,AC,"Em 1979 012° 22' (Cresce 7,3' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1609
1610,1610,SC-19-Z-A-IV,Restituição fotogramétrica,"1673",XAPURI E BRASILÉIA,DSG,Topográfica,"1978","1977","1977","3024.684","-10.500","-11.000",,,,,AC,"Em 1979 01° 48' (Cresce 7,4' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,1610
1611,1611,SC-19-Z-A-V,Restituição fotogramétrica,"1674",FAZENDA PONTEIO E IGARAPÉ FUNDÃO,DSG,Topográfica,"1978","1977","1977","3024.684","-10.500","-11.000",,,,,AC,"Em 1979 02° 23' (Cresce 7,5' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1611
1612,1612,SC-19-Z-A-VI,Restituição fotogramétrica,"1675",VILA CAPIXABAS,DSG,Topográfica,"1978","1977","1977","3024.684","-10.500","-11.000",,,,,AC,"Em 1979 02° 31 (Cresce 7,6' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,1612
1613,1613,SC-20-Y-A-V,Restituição fotogramétrica,"1676",GUAJARÁ-MIRIM,DSG,Topográfica,"1976","1975","1974","3024.684","-10.500","-11.000",,,,,RO,Em 1973 03° 38' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1613
1614,1614,SC-20-Y-A-VI,Restituição fotogramétrica,"1677",IGARAPÉ CONCÓRDIA,DSG,Topográfica,"1976","1975","1974","3024.684","-10.500","-11.000",,,,,RO,"Em 1973 04° 26' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1614
1615,1615,SC-20-Y-B-IV,Restituição fotogramétrica,"1678",IGARAPÉ DO DESERTO,DSG,Topográfica,"1976","1975","1974","3024.684","-10.500","-11.000",,,,,RO,"Em 1973 04° 26' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1615
1616,1616,SC-20-Y-B-V,Restituição fotogramétrica,"1679",ARAÇAZEIRO,DSG,Topográfica,"1976","1975","1974","3024.684","-10.500","-11.000",,,,,RO,"Em 1973 04° 50' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1616
1617,1617,SC-20-Y-B-VI,Restituição fotogramétrica,"1680",CACHOEIRA JATURANA,DSG,Topográfica,"1976","1975","1971","3024.684","-10.500","-11.000",,,,,RO,"Em 1973 05° 15' (Cresce 9,2' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1617
1618,1618,SC-20-Z-A-IV,Restituição fotogramétrica,"1681",SÃO DOMINGOS,DSG,Topográfica,"1976","1975","1974","3024.684","-10.500","-11.000",,,,,RO,"Em 1977 06° 05' (Cresce 8,5' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1618
1619,1619,SC-20-Z-A-V,Restituição fotogramétrica,"1682",OURO PRETO,DSG,Topográfica,"1976","1975","1974","3024.684","-10.500","-11.000",,,,,RO,Em 1977 06° 37' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1619
1620,1620,SC-21-Z-B-IV,Restituição fotogramétrica,"1696",COLIDER,DSG,Topográfica,"1981","1979","1979","3024.684","-10.500","-11.000",,,,,MT,Em 1979 12° 36' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,1620
1621,1621,SC-21-Z-B-V,Restituição fotogramétrica,"1697",ARROIO IPORÃ,DSG,Topográfica,"1981","1979","1979","3024.684","-10.500","-11.000",,,,,MT,Em 1979 12° 58' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,1621
1622,1665,SD-22-X-A-V,Restituição fotogramétrica,"1935",BAIANÓPOLIS,DSG,Topográfica,"1976","1975","1968","3003.36","-12.500","-13.000",,,,,TO_GO,Em 1974 15° 06' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1622
1623,1666,SD-22-X-A-VI,Restituição fotogramétrica,"1936",ARAGUAÇU,DSG,Topográfica,"1976","1975","1968","3003.36","-12.500","-13.000",,,,,TO_GO,Em 1974 15° 28' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1623
1624,1667,SD-22-X-B-IV,Restituição fotogramétrica,"1937",TALISMÃ,DSG,Topográfica,"1976","1974","1968","3003.36","-12.500","-13.000",,,,,TO_GO,"Em 1974 15° 46,5' (Cresce 9' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1624
1625,1668,SD-22-X-B-V,Restituição fotogramétrica,"1938",JAÚ,DSG,Topográfica,"1976","1974","1968","3003.36","-12.500","-13.000",,,,,TO_GO,"Em 1974 16° 25' (Cresce 8,9' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1625
1626,1669,SD-22-X-B-VI,Restituição fotogramétrica,"1939",SÃO SALVADOR,DSG,Topográfica,"1976","1974","1968","3003.36","-12.500","-13.000",,,,,TO,"Em 1974 16° 22' (Cresce 8,8' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1626
1627,1670,SD-23-V-A-IV,Restituição fotogramétrica,"1940",PARANÃ,DSG,Topográfica,"1976","1975","1968","3003.36","-12.500","-13.000",,,,,TO,"Em 1978 17° 14' (Cresce 7,8' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1627
1628,1671,SD-23-V-A-V,Restituição fotogramétrica,"1941",SERRA DE SANTA BRÍGIDA,DSG,Topográfica,"1976","1974","1968","3003.36","-12.500","-13.000",,,,,TO,"Em 1974 16° 53' (Cresce 8,6' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1628
1629,1830,SE-21-V-D-III,Restituição fotogramétrica,"2320",PORTO CONCEIÇAO,DSG,Topográfica,"1976","1974","1965","2942.327","-17.000","-17.500",,,,,MT,Em 1973 08° 43' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1629
1630,1831,SE-21-X-C-I,Restituição fotogramétrica,"2321",PORTO JOFRE,DSG,Topográfica,"1976","1974","1965","2942.327","-17.000","-17.500",,,,,MS_MT,Em 1973 09° 06' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não se aplic,1630
1631,1832,SE-21-X-C-II,Restituição fotogramétrica,"2322",ILHA CAPIVARA,DSG,Topográfica,"1975","1973","1965","2942.327","-17.000","-17.500",,,,,MS_MT,Em 1973 09° 28' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não se aplic,1631
1632,1833,SE-21-X-C-III,Restituição fotogramétrica,"2323",PORTO COQUEIRO,DSG,Topográfica,"1975","1973","1967","2942.327","-17.000","-17.500",,,,,MS_MT,Em 1973 09° 52' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não se aplic,1632
1633,1834,SE-21-X-D-I,Restituição fotogramétrica,"2324",FAZENDA TRES MARIAS,DSG,Topográfica,"1975","1973","1967","2942.327","-17.000","-17.500",,,,,MS_MT,Em 1973 10° 15' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não se aplic,1633
1634,1835,SE-21-X-D-II,Restituição fotogramétrica,"2325",CÓRREGO CACHOEIRA,DSG,Topográfica,"1975","1973","1967","2942.327","-17.000","-17.500",,,,,MS_MT,Em 1973 10° 40' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não se aplic,1634
1635,2158,SC-24-Y-D-I,Restituição fotogramétrica,"1788",CALDEIRÃO GRANDE,SUDENE,Topográfica,"1975",1974 e 1975,"1973, 1974 e 1975","3019.69","-11.000","-11.500",,,,,BA,Em 1975 20° 37' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1635
1636,2159,SC-24-Y-D-II,Restituição fotogramétrica,"1789",GAVIÃO,SUDENE,Topográfica,"1975",1974 e 1975,"1973, 1974 e 1975","3019.69","-11.000","-11.500",,,,,BA,Em 1975 20° 46' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1636
1637,2160,SC-24-Y-D-III,Restituição fotogramétrica,"1790",SANTA LUZ,SUDENE,Topográfica,"1975",1974 e 1975,"1973, 1974 e 1975","3019.69","-11.000","-11.500",,,,,BA,Em 1975 20° 56' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1637
1638,2161,SC-24-Z-C-III,Restituição fotogramétrica,"1793",BUQUIM,SUDENE,Topográfica,1971 e 1972,1971 e 1972,1971 e 1972,"3019.69","-11.000","-11.500",,,,,SE_BA,Em 1973 21° 16' (Cresce 6' ao ano),Córrego Alegre,Imbituba-SC,"-39",UTM,"1973","1","1973","1",Nã,Nã,Não se aplic,1638
1639,2162,SC-24-Z-D-I,Restituição fotogramétrica,"1794",ESTANCIA,SUDENE,Topográfica,"1974","1973","1971","3019.69","-11.000","-11.500",,,,,SE_BA,"Em 1974 21° 26' (Cresce -5,3' ao ano)",Vértice Cajueiro-SE,Rede Local-SE,"-39",UTM,"1974","1","1974","1",Nã,Nã,Não se aplic,1639
1640,2163,SC-23-Y-D-V,Compilação,"1834",RIO LIMPO,SUDENE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3014.471","-11.500","-12.000",,,,,BA,Em 1973 17° 28' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1973","1","1973","1",Nã,Nã,Não se aplic,1640
1641,1622,SC-21-Z-B-VI,Restituição fotogramétrica,"1698",FAZENDA FLOR DA MATA,DSG,Topográfica,"1981","1979","1979","3024.684","-10.500","-11.000",,,,,MT,Em 1979 13° 17' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,1641
1642,1623,SC-22-Z-A-V,Restituição fotogramétrica,"1706",MATA DO LAGO DO MAMÃO,DSG,Topográfica,"1977","1975","1968","3024.684","-10.500","-11.000",,,,,TO,"Em 1975 14° 34' (Cresce 8,8' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,1642
1643,1624,SC-22-Z-A-VI,Restituição fotogramétrica,"1707",LAGOA DA CONFUSÃO,DSG,Topográfica,"1977","1975","1968","3024.684","-10.500","-11.000",,,,,TO,"Em 1975 14° 51' (Cresce 8,7' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1643
1644,1625,SC-22-Z-B-IV,Restituição fotogramétrica,"1708",CRISTALÂNDIA,DSG,Topográfica,"1977","1975","1968","3024.684","-10.500","-11.000",,,,,TO,"Em 1975 15° 10' (Cresce 8,6' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1644
1645,1626,SC-22-Z-B-V,Restituição fotogramétrica,"1709",FATIMA,DSG,Topográfica,"1977","1975","1968","3024.684","-10.500","-11.000",,,,,TO,"Em 1975 15° 27' (Cresce 8,5' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1645
1646,1627,SC-19-Y-D-I,Restituição fotogramétrica,"1735",RESERVA EXTREMA E ALTO RIO ACRE,DSG,Topográfica,"1978","1977","1977","3019.69","-11.000","-11.500",,,,,AC,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1646
1647,1628,SC-19-Z-C-I,Restituição fotogramétrica,"1736",XAPURI E BRASILÉIA,DSG,Topográfica,"1978","1977","1977","3019.69","-11.000","-11.500",,,,,AC,"Em 1979 01° 48' (Cresce 7,4' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,1647
1648,1629,SC-19-Z-C-II,Restituição fotogramétrica,"1737",FAZENDA PONTEIO E IGARAPÉ FUNDÃO,DSG,Topográfica,"1978","1977","1977","3019.69","-11.000","-11.500",,,,,AC,"Em 1979 02° 23' (Cresce 7,5' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1648
1649,1630,SC-20-Y-C-II,Restituição fotogramétrica,"1738",IGARAPÉ DOIS IRMÃOS,DSG,Topográfica,"1976","1975","1974","3019.69","-11.000","-11.500",,,,,RO,Em 1973 03° 31' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1649
1650,1631,SC-20-Y-C-III,Restituição fotogramétrica,"1739",SÃO CARLOS,DSG,Topográfica,"1976","1975","1974","3019.69","-11.000","-11.500",,,,,RO,Em 1973 03° 56' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1650
1651,1632,SC-20-Y-D-I,Restituição fotogramétrica,"1740",CANTAGALO,DSG,Topográfica,"1976","1975","1974","3019.69","-11.000","-11.500",,,,,RO,"Em 1973 04° 20' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1651
1652,1633,SC-20-Y-D-II,Restituição fotogramétrica,"1741",IGARAPÉ BRANCO,DSG,Topográfica,"1976","1975","1974","3019.69","-11.000","-11.500",,,,,RO,"Em 1973 04° 44' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1652
1653,1634,SC-20-Z-D-II,Restituição fotogramétrica,"1747",SERRA AZUL,DSG,Topográfica,"1976","1975","1974","3019.69","-11.000","-11.500",,,,,RO,"Em 1973 07° 11' (Cresce 9,4' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1653
1654,1635,SC-20-Z-D-III,Restituição fotogramétrica,"1748",ROOSEVELT,DSG,Topográfica,"1976","1975","1974","3019.69","-11.000","-11.500",,,,,RO_MT,"Em 1973 07° 35' (Cresce 9,4' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1654
1655,1636,SC-21-Z-C-I,Restituição fotogramétrica,"1755",FAZENDA TAPENA,DSG,Topográfica,"1979","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1978 11° 15' (Cresce 8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1655
1656,1637,SC-21-Z-C-II,Restituição fotogramétrica,"1756",RIBEIRÃO MACACO,DSG,Topográfica,"1979","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1978 11° 38' (Cresce 8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1656
1657,1638,SC-21-Z-C-III,Restituição fotogramétrica,"1757",RIO INDIO POSSESSO,DSG,Topográfica,"1979","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1978 12° 04' (Cresce 8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1657
1658,1639,SC-21-Z-D-I,Restituição fotogramétrica,"1758",ILHA MARGARIDA,DSG,Topográfica,"1980","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1978 12° 25' (Cresce 8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1658
1659,1640,SC-21-Z-D-II,Restituição fotogramétrica,"1759",FAZENDA MARTINES,DSG,Topográfica,"1980","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1978 12° 47' (Cresce 8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1659
1660,1641,SC-21-Z-D-III,Restituição fotogramétrica,"1760",RIBEIRÃO PIMENTA,DSG,Topográfica,"1978","1977","1977","3019.69","-11.000","-11.500",,,,,MT,"Em 1978 13° 08' (Cresce 8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1660
1661,1642,SC-22-Y-C-I,Restituição fotogramétrica,"1761",FOZ DO ARRAIS,DSG,Topográfica,"1980","1968","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1975 12° 58' (Cresce 9,3' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1661
1662,1643,SC-22-Y-C-II,Restituição fotogramétrica,"1762",DIANARUN,DSG,Topográfica,"1980","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1975 13° 20' (Cresce 9,2' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1662
1663,1644,SC-22-Y-C-III,Restituição fotogramétrica,"1763",FAZENDA SANTO ANTONIO DO SUIÁ,DSG,Topográfica,"1980","1978","1967","3019.69","-11.000","-11.500",,,,,MT,"Em 1975 13° 42' (Cresce 9,2' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,1663
1664,1645,SC-22-Z-C-II,Restituição fotogramétrica,"1768",FAZENDA BABILONIA,DSG,Topográfica,"1977","1975","1967","3019.69","-11.000","-11.500",,,,,TO,"Em 1975 14° 34' (Cresce 8,9' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,1664
1665,1646,SC-22-Z-C-III,Restituição fotogramétrica,"1769",LAGOA BONITA,DSG,Topográfica,"1977","1975","1968","3019.69","-11.000","-11.500",,,,,TO,"Em 1975 14° 52' (Cresce 8,8' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1665
1666,1647,SC-22-Z-D-I,Restituição fotogramétrica,"1770",DUERE,DSG,Topográfica,"1977","1975","1968","3019.69","-11.000","-11.500",,,,,TO,"Em 1975 15° 13' (Cresce 8,7' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1666
1667,1648,SC-22-Z-D-IV,Restituição fotogramétrica,"1827",GURUPI,DSG,Topográfica,"1977","1975","1968","3014.471","-11.500","-12.000",,,,,TO,"Em 1974 15° 47' (Cresce 8,8' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1667
1668,1649,SC-22-Z-D-V,Restituição fotogramétrica,"1828",SERRA DO MOURÃO,DSG,Topográfica,"1977","1975","1968","3014.471","-11.500","-12.000",,,,,TO,"Em 1974 16° 04' (Cresce 8,7' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1668
1669,1650,SC-22-Z-D-VI,Restituição fotogramétrica,"1829",APINAJÉ,DSG,Topográfica,"1977","1975","1968","3014.471","-11.500","-12.000",,,,,TO,"Em 1974 16° 20' (Cresce 8,6' ao ano)",Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1669
1670,1651,SC-23-Y-C-IV,Restituição fotogramétrica,"1830",NATIVIDADE,DSG,Topográfica,"1977","1975","1968","3014.471","-11.500","-12.000",,,,,TO,"Em 1974 16° 37' (Cresce 8,3' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1978","1","1978","1",Nã,Nã,Não se aplic,1670
1671,1652,SC-23-Y-C-V,Restituição fotogramétrica,"1831",ALMAS,DSG,Topográfica,"1978","1975","1968","3014.471","-11.500","-12.000",,,,,TO,"Em 1974 16° 51' (Cresce 8,4' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,1671
1672,1653,SD-20-X-B-V,Restituição fotogramétrica,"1914",PORTO TRIUNFO,DSG,Topográfica,"1976","1975","1974","3003.36","-12.500","-13.000",,,,,RO,"Em 1977 07° 28' (Cresce 9,5' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1672
1673,1654,SD-20-X-B-VI,Restituição fotogramétrica,"1915",VILHENA,DSG,Topográfica,"1977","1975","1968","3003.36","-12.500","-13.000",,,,,RO_MT,"Em 1973 07° 15' (Cresce 9,6' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,1673
