fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND,Escala
804,800,SB-21-V-B,Informação em levantamento,"141",RIO MAUÉS,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-57.000","-58,4999",,,AM_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,804,250000
805,801,SB-21-V-A,Informação em levantamento,"140",BORBA,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-58,4999","-59,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,805,250000
806,802,SA-23-Y-C,Informação em levantamento,"124",PARAGOMINAS,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-46.500","-48.000",,,MA_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1981","1","1981","1",Nã,Nã,Não,806,250000
807,803,SA-22-Z-D,Informação em levantamento,"123",MEDIO CAPIM,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-48.000","-49.500",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1971","1","1971","1",Nã,Nã,Não,807,250000
808,804,SA-21-Z-D,Informação em levantamento,"119",AVEIRO,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-54.000","-55.500",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,808,250000
809,805,SA-23-Z-B,Informação em levantamento,"106",TUTÓIA,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-42.000","-43.500",,,MA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,809,250000
810,806,SA-23-Z-A,Informação em levantamento,"105",SÃO LUÍS,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-43.500","-45.000",,,MA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,810,250000
811,807,SA-23-Y-A,Informação em levantamento,"103",RIO CAPIM,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-46.500","-48.000",,,MA_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,811,250000
812,808,SA-22-Z-A,Informação em levantamento,"101",CAMETÁ,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-49.500","-51.000",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1971","1","1971","1",Nã,Nã,Não,812,250000
813,809,SA-21-Z-B,Informação em levantamento,"098",SANTARÉM,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-54.000","-55.500",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,813,250000
814,810,SA-21-Z-A,Informação em levantamento,"097",PARINTINS,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-55.500","-57.000",,,AM_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,814,250000
815,811,NA-22-Z-D,Informação em levantamento,"052",ILHA MEXIANA,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-48.000","-49.500",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não,815,250000
816,812,NA-21-Y-D,Informação em levantamento,"046",RIO TURUNA,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3077.024","1.000","0.000","-57.000","-58,4999",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,816,250000
817,813,NA-21-Y-A,Informação em levantamento,"031",RIO ANAUÁ,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3075.883","2.000","1.000","-58,4999","-59,9999",,,PA_RR,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1971","1","1971","1",Nã,Nã,Não,817,250000
818,814,SE-21-V-A,Informação em levantamento,"402",SERRA DO BAU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"2957.442","-16.000","-17.000","-58,4999","-59,9999",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,818,250000
819,815,SC-21-Z-C,Informação em levantamento,"319",RIO BATELÃO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3019.69","-11.000","-12.000","-55.500","-57.000",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,819,250000
820,816,SC-21-Y-D,Informação em levantamento,"318",PORTO DOS GAÚCHOS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3019.69","-11.000","-12.000","-57.000","-58,4999",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,820,250000
821,817,SC-21-Y-C,Informação em levantamento,"317",RIO DA EUGENIA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3019.69","-11.000","-12.000","-58,4999","-59,9999",,,MT_RO,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,821,250000
822,818,SC-22-Y-A,Informação em levantamento,"301",SÃO JOSÉ DO XINGU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3029.453","-10.000","-11.000","-52.500","-54.000",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,822,250000
823,819,SC-21-Z-B,Informação em levantamento,"300",RIO PEIXOTO DE AZEVEDO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3029.453","-10.000","-11.000","-54.000","-55.500",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,823,250000
824,820,SC-21-Z-A,Informação em levantamento,"299",RIO PARANAITA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3029.453","-10.000","-11.000","-55.500","-57.000",,,MT,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,824,250000
825,821,SC-20-Y-A,Informação em levantamento,"293",GUAYARA MERIM,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3029.453","-10.000","-11.000","-64,4999","-65,9999",,,RO,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,825,250000
826,822,SC-25-V-C,Informação em levantamento,"288",MACEIO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3038.315","-9.000","-10.000","-34.500","-36.000",,,AL,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-33",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,826,250000
827,823,SC-22-V-D,Informação em levantamento,"277",CABECEIRAS DO RIO FRESCO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3038.315","-9.000","-10.000","-51.000","-52.500",,,MT_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,827,250000
828,824,SC-22-V-C,Informação em levantamento,"276",RIO IRIRI NOVO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3038.315","-9.000","-10.000","-52.500","-54.000",,,MT_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,828,250000
829,825,SB-19-Y-C,Informação em levantamento,"211",IPIXUNA,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3053.328","-7.000","-8.000","-70.500","-72.000",,,AC_AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1972","1","1972","1",Nã,Nã,Não,829,250000
830,826,SB-23-Z-B,Informação em levantamento,"203",FLORIANO,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-42.000","-43.500",,,MA_PI,Informação em levantamento,SAD69,Imbituba-SC,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,830,250000
831,827,SB-23-Z-A,Informação em levantamento,"202",GUADALUPE,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-43.500","-45.000",,,MA_PI,Informação em levantamento,Córrego Alegre,Imbituba-SC,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,831,250000
832,828,SB-23-Y-B,Informação em levantamento,"201",FORTALEZA DOS NOGUEIRAS,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-45.000","-46.500",,,MA,Informação em levantamento,Córrego Alegre,Imbituba-SC,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,832,250000
833,829,SB-20-X-B,Informação em levantamento,"139",RIO PRETO DO IGAPÓ-AÇU,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-59,9999","-61,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1971","1","1971","1",Nã,Nã,Não,833,250000
834,830,SB-20-X-A,Informação em levantamento,"138",LAGO AIAPUÁ,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-61,4999","-62,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1971","1","1971","1",Nã,Nã,Não,834,250000
835,831,SA-23-Z-D,Informação em levantamento,"127",ESPERANTINA,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-42.000","-43.500",,,MA_PI,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,835,250000
836,832,SA-23-Z-C,Informação em levantamento,"126",ITAPECURU-MIRIM,RADAM,Carta imagem radar preliminar,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-43.500","-45.000",,,MA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não,836,250000
837,833,SC-19-V-C,Informação em levantamento,"264",FOZ DO JORDÃO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3038.315","-9.000","-10.000","-70.500","-72.000",,,AC,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,837,250000
838,834,SC-18-X-D,Informação em levantamento,"263",RIO BREU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3038.315","-9.000","-10.000","-72.000","-73.500",,,AC,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-75",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,838,250000
839,835,SC-22-V-B,Informação em levantamento,"251",SERRA CUBENCRANQUÉM,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-51.000","-52.500",,,PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,839,250000
840,836,SC-22-V-A,Informação em levantamento,"250",RIO CHICHÉ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-52.500","-54.000",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,840,250000
841,837,SC-19-V-A,Informação em levantamento,"238",TARAUACÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-70.500","-72.000",,,AC_AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,841,250000
842,838,SC-18-X-B,Informação em levantamento,"237",PORTO WALTER,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-72.000","-73.500",,,AC,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-75",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,842,250000
843,839,SC-18-X-A,Informação em levantamento,"236",PUCAUPA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-73.500","-75.000",,,AC,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-75",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,843,250000
844,840,SB-25-Y-C,Informação em levantamento,"235",JOÃO PESSOA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3053.328","-7.000","-8.000","-34.500","-36.000",,,PB_PE,Informação em levantamento,SAD69,Imbituba-SC,"-33",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,844,250000
845,841,SB-18-Z-C,Informação em levantamento,"209",SERRA DO DIVISOR,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3053.328","-7.000","-8.000","-73.500","-75.000",,,AC_AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-75",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,845,250000
846,842,SB-20-Z-B,Informação em levantamento,"191",RIO ARAUA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-59,9999","-61,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1971","1","1971","1",Nã,Nã,Não se aplic,846,250000
847,843,SB-20-Y-B,Informação em levantamento,"189",CANUTAMA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-62,9999","-64,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,847,250000
848,844,SB-19-Z-B,Informação em levantamento,"187",RIO CANAÇÃ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-65,9999","-67,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,848,250000
849,845,SB-19-Z-A,Informação em levantamento,"186",RIO XERUÃ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-67.500","-69.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,849,250000
850,846,SB-19-Y-B,Informação em levantamento,"185",EIRUNEPÊ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-69.000","-70.500",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,850,250000
851,847,SB-19-Y-A,Informação em levantamento,"184",RIO ITAQUAÍ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-70.500","-72.000",,,AM,Informação em levantamento,SAD69,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,851,250000
852,848,SB-18-Z-B,Informação em levantamento,"183",RIO ARROJO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-72.000","-73.500",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-75",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,852,250000
853,849,SB-18-Z-A,Informação em levantamento,"182",RIO JAQUITIRA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-73.500","-75.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-75",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,853,250000
854,850,SB-20-V-D,Informação em levantamento,"162",TAPAUÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-62,9999","-64,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,854,250000
855,851,SB-20-V-C,Informação em levantamento,"161",RIO COARI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-64,4999","-65,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,855,250000
856,852,SB-19-X-D,Informação em levantamento,"160",RIO TAPAUÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-65,9999","-67,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,856,250000
857,853,SB-19-X-C,Informação em levantamento,"159",RIO MUTUM,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-67.500","-69.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,857,250000
858,854,SB-19-V-C,Informação em levantamento,"157",RIO ITUÍ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-70.500","-72.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,858,250000
859,855,SB-24-X-B,Informação em levantamento,"155",AREIA BRANCA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-36.000","-37.500",,,CE_RN,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-39",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,859,250000
860,856,SB-24-X-A,Informação em levantamento,"154",ARACATI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-37.500","-39.000",,,CE_RN,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-39",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,860,250000
861,857,SB-20-V-B,Informação em levantamento,"137",COARI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-62,9999","-64,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,861,250000
862,858,SB-20-V-A,Informação em levantamento,"136",RIO TEFÉ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-64,4999","-65,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,862,250000
863,859,SB-19-X-B,Informação em levantamento,"135",CARAUARI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-65,9999","-67,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,863,250000
864,860,SB-19-X-A,Informação em levantamento,"134",RIO JUTAÍ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-67.500","-69.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,864,250000
865,861,SB-19-V-B,Informação em levantamento,"133",BENJAMIN CONSTANT,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-69.000","-70.500",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,865,250000
866,862,SB-19-V-A,Informação em levantamento,"132",ESTIRÃO DO EQUADOR,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-70.500","-72.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,866,250000
867,863,SA-24-Y-C,Informação em levantamento,"128",GRANJA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-40.500","-42.000",,,CE_MA_PI,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-39",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,867,250000
868,864,SA-23-Y-D,Informação em levantamento,"125",SANTA INÊS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-45.000","-46.500",,,MA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,868,250000
869,865,SA-21-Z-C,Informação em levantamento,"118",RIO MAMURU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-55.500","-57.000",,,AM_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,869,250000
870,866,SA-21-Y-D,Informação em levantamento,"117",ITACOATIARA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-57.000","-58,4999",,,AM_PA,Informação em levantamento,SAD69,Imbituba-SC,"-57",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,870,250000
871,867,SA-21-Y-C,Informação em levantamento,"116",NOVA OLINDA DO NORTE,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-58,4999","-59,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,871,250000
872,868,SA-20-Z-D,Informação em levantamento,"115",MANAUS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-59,9999","-61,4999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,872,250000
873,869,SA-20-Z-C,Informação em levantamento,"114",CODAJÁS,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-61,4999","-62,9999",,,AM,Informação em levantamento,SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,873,250000
874,870,SA-20-Y-D,Informação em levantamento,"113",LAGO PIORINI,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-62,9999","-64,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,874,250000
875,871,SA-20-Y-C,Informação em levantamento,"112",TEFÉ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-64,4999","-65,9999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,875,250000
876,872,SA-19-Z-D,Informação em levantamento,"111",JURUÁ,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-65,9999","-67,4999",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,876,250000
877,873,SA-19-Z-C,Informação em levantamento,"110",SÃO PAULO DE OLIVENÇA,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-67.500","-69.000",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,877,250000
878,874,SA-19-Y-D,Informação em levantamento,"109",SANTA RITA DE WEIL,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-69.000","-70.500",,,AM,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,878,250000
879,875,SA-23-Y-B,Informação em levantamento,"104",PINHEIRO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-45.000","-46.500",,,MA_PA,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,879,250000
880,876,SA-22-Z-B,Informação em levantamento,"102",TOMÉ AÇU,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-48.000","-49.500",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,880,250000
881,877,SA-22-Y-B,Informação em levantamento,"100",SENADOR JOSÉ PORFÍRIO,DSG,Carta imagem radar preliminar,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-51.000","-52.500",,,PA,Informação em levantamento,SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,881,250000
